ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID991107496,4/17 Hazel St,2,u,805000.0,18/03/2017,2.0,2.0,188.0,59.0,-37.8442,145.0668
ID778481726,2115/18 Mt Alexander Rd,2,u,341500.0,15/07/2017,1.0,1.0,16000.0,7.0,-37.784659999999995,144.93829
ID730128334,73 Mareeba Wy,4,h,523000.0,19/08/2017,2.0,2.0,484.0,10.0,-37.58012,144.91998
ID546291580,22 Watersedge Cl,4,h,1040000.0,15/07/2017,2.0,2.0,633.0,44.0,-37.88214,145.25058
ID477996604,14 Avoca St,3,h,1155000.0,17/06/2017,2.0,1.0,650.0,69.0,-37.95378,145.03267
ID293290949,1/58 Darebin St,3,t,808000.0,22/05/2016,2.0,2.0,255.0,79.0,-37.7537,145.0637
ID670019495,1/12 Kokaribb Rd,2,u,656000.0,18/06/2016,1.0,1.0,103.0,49.0,-37.8873,145.0559
ID480826917,4/13 Glen Valley Rd,1,h,360000.0,12/08/2017,1.0,1.0,76.0,49.0,-37.832209999999996,145.17117
ID332410833,3 Florence St,5,h,2352500.0,19/11/2016,3.0,2.0,642.0,89.0,-37.859,145.0656
ID538997299,5 Ireland St,3,h,782500.0,17/06/2017,2.0,2.0,603.0,16.0,-38.09088,145.12933999999996
ID500703618,7/20 Abbotsford St,1,u,441000.0,14/05/2016,1.0,1.0,0.0,10.0,-37.8016,144.9988
ID478185397,100 Perry St,2,h,1010000.0,22/08/2016,1.0,1.0,285.0,4.0,-37.774,145.0244
ID990803581,1/8 Estella St,4,t,1350000.0,16/07/2016,2.0,2.0,342.0,59.0,-37.8622,145.0634
ID265812453,3/1 Edinburgh St,3,u,810000.0,15/10/2016,1.0,1.0,195.0,59.0,-37.9396,145.0156
ID713152706,33 McCracken St,4,h,1817000.0,29/04/2017,2.0,1.0,309.0,44.0,-37.791,144.928
ID549048776,3/2 Cawkwell St,3,t,1390000.0,14/05/2016,2.0,1.0,227.0,24.0,-37.8577,145.0406
ID243540189,177 Barkly St,4,h,1800000.0,15/10/2016,2.0,3.0,271.0,119.0,-37.7769,144.9691
ID816480629,16 Shoppers La,3,h,427500.0,1/07/2017,2.0,2.0,189.0,17.0,-37.70308,144.79953999999995
ID379404972,73 The Avenue,3,h,1040000.0,3/09/2016,1.0,3.0,690.0,69.0,-37.8272,144.8789
ID305328142,30 Pinrush Rd,4,h,456000.0,29/07/2017,2.0,2.0,576.0,9.0,-37.69104,144.54532
ID487285983,3 Milton Wy,3,h,600000.0,9/09/2017,2.0,2.0,785.0,44.0,-37.637,145.20166
ID421943154,19/36 Grange Rd,1,u,515501.0,12/11/2016,1.0,1.0,0.0,49.0,-37.8373,145.0116
ID757855218,49 Warmington Rd,3,h,451000.0,30/07/2016,1.0,6.0,655.0,41.0,-37.8022,144.8235
ID558943121,2/1 Darook St,2,u,725000.0,17/06/2017,2.0,2.0,311.0,59.0,-37.83459000000001,145.15721000000005
ID550927149,99 Fawkner St,4,h,1325000.0,25/02/2017,2.0,2.0,674.0,23.0,-37.7617,144.8956
ID154467855,10/4 Poets Gr,1,u,350000.0,8/07/2017,1.0,0.0,0.0,59.0,-37.88111,144.99053999999995
ID570748631,20 Kent St,2,h,920000.0,15/07/2017,2.0,0.0,234.0,109.0,-37.78052,144.93001999999996
ID884519360,36 Newman St,3,h,1100000.0,1/07/2017,1.0,1.0,322.0,20.0,-37.76073,144.94803000000005
ID302865729,11 Hotham St,3,h,1395000.0,16/04/2016,1.0,2.0,467.0,73.0,-37.8093,144.8941
ID564687185,13 Winbrook Ct,5,h,1820000.0,3/09/2017,3.0,2.0,630.0,49.0,-37.78151,145.12515
ID615177746,6/23 Gourlay St,2,u,442000.0,17/09/2016,1.0,1.0,0.0,59.0,-37.8726,144.9962
ID183064533,60 Muriel St,5,h,1215000.0,3/09/2017,2.0,2.0,647.0,3.0,-37.74269,144.88607
ID999315863,9/99 Barton St,2,u,335000.0,22/08/2016,1.0,1.0,0.0,7.0,-37.7112,144.9989
ID661674249,22 Roseland Cr,3,h,520000.0,19/08/2017,1.0,2.0,538.0,39.0,-37.88531,144.68431
ID367842269,36 Emerald St,5,h,2200000.0,1/07/2017,3.0,2.0,607.0,3.0,-37.75148,144.88519
ID250624766,12 Wills St,5,h,2450000.0,28/05/2016,2.0,2.0,981.0,59.0,-37.8058,145.0627
ID182595442,1/5 Park St,1,u,415000.0,24/09/2016,1.0,1.0,0.0,69.0,-37.7623,144.9211
ID958855370,6 Archibald St,3,h,4000000.0,18/06/2016,1.0,2.0,763.0,74.0,-37.8166,145.1215
ID494231127,3 Leyte Pde,3,h,880000.0,6/05/2017,1.0,2.0,689.0,4.0,-37.7382,145.0451
ID857743885,8/289 Barkly St,2,u,470000.0,15/07/2017,1.0,0.0,0.0,69.0,-37.873490000000004,144.9798
ID712888324,4 The Parade,2,h,950000.0,7/05/2016,1.0,1.0,173.0,119.0,-37.7731,144.9206
ID437805798,4 Gellion Pl,4,h,621000.0,26/08/2017,2.0,2.0,574.0,22.0,-37.63499,144.93409
ID148851985,1/35 Holyrood St,3,t,1660000.0,15/07/2017,2.0,2.0,478.0,49.0,-37.93297000000001,144.99771
ID242231909,52 Blanche St,3,h,920000.0,15/10/2016,2.0,2.0,124.0,19.0,-37.8656,144.9851
ID689835706,31 Raleigh St,2,h,1350000.0,28/08/2016,1.0,1.0,157.0,119.0,-37.8522,144.986
ID265613355,23 Campbell St,3,h,1875000.0,10/09/2016,2.0,2.0,426.0,19.0,-37.8012,145.0514
ID142616718,2/641 Toorak Rd,2,u,682000.0,3/06/2017,1.0,1.0,713.0,44.0,-37.84301,145.02641
ID577584737,39 Crevelli St,3,h,612500.0,3/09/2017,1.0,1.0,170.0,69.0,-37.729240000000004,145.02981
ID301939214,383 Burwood Hwy,3,h,1750500.0,29/07/2017,1.0,2.0,719.0,79.0,-37.85156,145.13054
ID380118144,1201/565 Flinders St,2,u,683000.0,22/04/2017,2.0,1.0,1136.0,10.0,-37.8211,144.9559
ID381149652,4 Finn Ct,3,h,1051000.0,10/12/2016,2.0,1.0,962.0,49.0,-37.7644,145.112
ID144088247,18 Collins St,4,h,1750000.0,27/11/2016,3.0,2.0,641.0,9.0,-37.7982,145.0281
ID565519151,15 New St,4,h,770000.0,29/07/2017,2.0,2.0,723.0,49.0,-37.8476,145.29493
ID366917786,7 Londrew Ct,3,h,540000.0,26/08/2017,1.0,1.0,607.0,49.0,-37.69423,144.88002
ID589241667,17 Orange Gr,3,h,700000.0,3/06/2017,2.0,1.0,509.0,39.0,-37.84823,145.26673
ID159875991,11 Beevers St,3,h,708000.0,15/10/2016,1.0,2.0,585.0,59.0,-37.8258,144.8523
ID315282702,2/10 Vincent St,3,t,870000.0,6/08/2016,2.0,2.0,158.0,19.0,-37.9271,145.0281
ID641759623,9a The Crossway,3,h,650000.0,7/05/2016,2.0,2.0,3977.0,6.0,-37.747,144.8663
ID978957021,3/62 Darebin St,2,t,738000.0,27/05/2017,1.0,2.0,154.0,34.0,-37.75343,145.06328
ID886903153,40 Wales St,2,h,940000.0,7/05/2016,1.0,1.0,372.0,69.0,-37.7631,145.0091
ID378173744,17/46 Eucalyptus Dr,2,u,352500.0,18/03/2017,1.0,1.0,15100.0,7.0,-37.7795,144.8729
ID541946189,7 Gladstone St,4,h,1250000.0,10/12/2016,1.0,2.0,613.0,59.0,-37.7433,144.9762
ID755690244,2/1 Clark St,1,h,395000.0,25/02/2017,1.0,1.0,94.0,5.0,-37.7186,145.011
ID280239538,3 Narrak Rd,5,h,2180000.0,24/06/2017,3.0,2.0,646.0,15.0,-37.81369,145.09486
ID124269958,2/60 Darebin St,4,u,915000.0,24/06/2017,2.0,2.0,419.0,109.0,-37.7537,145.06341
ID625053980,3 Charles St,3,h,1102000.0,27/11/2016,1.0,2.0,1020.0,7.0,-37.709,144.9434
ID159539236,58 Fenton St,4,h,1340000.0,14/05/2016,2.0,2.0,683.0,41.0,-37.775,144.93200000000004
ID510522092,6/8 Arthur St,2,u,442000.0,7/05/2016,1.0,1.0,0.0,69.0,-37.7589,144.89700000000005
ID316601645,35 Panorama Dr,4,h,945000.0,15/07/2017,2.0,2.0,294.0,9.0,-37.85156,145.16923
ID144285707,12 Patterson Av,4,h,1702000.0,16/09/2017,1.0,1.0,762.0,59.0,-37.84162,145.10435
ID979635718,56 Hall St,2,h,890000.0,8/04/2017,1.0,0.0,165.0,79.0,-37.8415,144.884
ID935772397,6/56 Red Bluff St,2,u,879000.0,17/06/2017,1.0,1.0,0.0,49.0,-37.963409999999996,145.01735
ID486258431,5 Woodlands Av,2,h,1325000.0,16/09/2017,1.0,2.0,422.0,79.0,-37.79938,145.05662
ID540281720,39 Elizabeth St,4,h,1860000.0,13/05/2017,3.0,2.0,620.0,13.0,-37.9228,145.0555
ID659411927,4/36 Sylvan Gr,2,u,495000.0,7/11/2016,1.0,1.0,207.0,44.0,-37.7283,144.9417
ID998464451,248 Montague St,3,h,1650000.0,17/09/2016,2.0,0.0,204.0,129.0,-37.8357,144.9531
ID502207676,7 Huxley Ct,4,h,1030000.0,24/06/2017,2.0,2.0,1094.0,49.0,-37.85757,145.2615
ID683527708,2 Bell St,3,h,1310000.0,28/08/2016,1.0,2.0,464.0,39.0,-37.8539,145.0702
ID687099074,33 Fenton St,4,h,1750000.0,17/06/2017,2.0,1.0,360.0,109.0,-37.77459,144.92993
ID347746405,135 Manningham Rd,4,h,1085000.0,10/12/2016,2.0,1.0,1124.0,59.0,-37.7679,145.0958
ID483009655,9/88 Marshall St,2,u,480000.0,3/09/2016,1.0,1.0,0.0,69.0,-37.77,145.0472
ID370302211,205/88 Dow St,2,u,730000.0,22/04/2017,1.0,1.0,0.0,14.0,-37.842,144.9413
ID134423878,9 Somerset St,2,h,775000.0,30/07/2016,1.0,2.0,527.0,69.0,-37.7304,144.9261
ID885701539,34 Park La,3,h,1586000.0,23/09/2017,1.0,1.0,718.0,64.0,-37.88061,145.12448999999995
ID439873837,10/30 Mater St,2,u,713500.0,22/08/2016,2.0,1.0,1060.0,9.0,-37.7954,144.9868
ID800725077,13 Birrarrung Ct,4,h,1475000.0,24/09/2016,2.0,2.0,617.0,21.0,-37.7569,145.0913
ID803208577,3 Birk Ct,3,h,680000.0,8/04/2017,2.0,1.0,277.0,9.0,-37.7039,144.8986
ID225629849,10 Wattle Gr,5,h,2000000.0,25/02/2017,3.0,4.0,697.0,14.0,-37.8664,144.8416
ID270867692,9 Gildan St,3,h,2000000.0,28/08/2016,1.0,2.0,75100.0,22.0,-37.8002,145.07
ID544987263,303/166 Flinders St,1,u,440000.0,22/08/2016,1.0,1.0,0.0,99.0,-37.8168,144.9691
ID898641031,15/60 Farnham St,2,u,505000.0,22/07/2017,1.0,1.0,0.0,64.0,-37.78257,144.93106
ID399278615,44 Denbigh Rd,4,h,3625000.0,27/11/2016,1.0,2.0,709.0,119.0,-37.8574,145.016
ID372501664,5 Gretel Pl,3,h,690000.0,24/06/2017,2.0,2.0,703.0,39.0,-38.03062,145.35951
ID435015207,44 William St,2,h,1550000.0,12/11/2016,2.0,2.0,404.0,66.0,-37.9104,145.002
ID863679200,3/24 Green St,3,t,750000.0,16/04/2016,1.0,1.0,110.0,29.0,-37.765,145.0407
ID543266509,1/19 Warrina St,4,t,965000.0,17/09/2016,3.0,2.0,273.0,7.0,-37.8742,145.105
ID825047629,14/129 Kambrook Rd,2,u,655000.0,13/05/2017,1.0,1.0,0.0,54.0,-37.8806,145.0346
ID343275763,5/273 Bluff Rd,2,u,770000.0,22/07/2017,1.0,1.0,208.0,49.0,-37.95265,145.02045
ID230312855,5/9 Sandown Rd,4,t,900000.0,13/05/2017,3.0,2.0,0.0,8.0,-37.7831,144.9209
ID782908322,42 West St,3,h,725000.0,24/09/2016,2.0,4.0,560.0,49.0,-37.7136,144.9374
ID504864495,52 Parramatta Rd,4,h,490500.0,3/09/2017,2.0,2.0,586.0,18.0,-37.88639000000001,144.6555
ID974589299,4/93 Harding St,3,t,590000.0,17/09/2016,2.0,2.0,0.0,6.0,-37.7458,144.9751
ID535013380,13 Franklin St,3,h,725000.0,22/05/2016,2.0,1.0,374.0,69.0,-37.939,145.0533
ID708322805,9 Kelverne St,3,h,685000.0,24/06/2017,1.0,3.0,494.0,59.0,-37.71477,144.98235
ID834419691,69 Gloucester Rd,3,h,1555000.0,16/09/2017,1.0,4.0,649.0,69.0,-37.87,145.08803
ID624910104,2/19 Bruce St,2,t,1210000.0,19/11/2016,2.0,2.0,101.0,119.0,-37.8367,145.0076
ID134737709,171 North Rd,5,h,1880000.0,27/05/2017,2.0,2.0,538.0,129.0,-37.89989,145.00883000000005
ID634028415,6 Martin St,2,h,972000.0,26/07/2016,1.0,0.0,229.0,99.0,-37.7611,145.0009
ID692013456,36 Tyrone St,3,h,1540000.0,28/05/2016,2.0,1.0,149.0,16.0,-37.8448,144.9882
ID869789607,5/33 Gnarwyn Rd,2,u,632500.0,28/05/2016,1.0,1.0,99.0,54.0,-37.8946,145.0588
ID386449126,6 Forest St,2,h,981000.0,17/09/2016,1.0,0.0,188.0,119.0,-37.7964,144.9923
ID753690459,310/71 Henry St,1,u,380000.0,29/04/2017,1.0,1.0,2592.0,44.0,-37.7961,144.9261
ID529610777,58 Station St,3,h,780000.0,9/09/2017,1.0,2.0,292.0,64.0,-38.019079999999995,145.09702
ID427505042,7 Rosina St,4,h,1920000.0,20/05/2017,2.0,2.0,650.0,23.0,-37.9323,145.0445
ID175528362,24 Henrietta Av,4,h,559000.0,15/07/2017,2.0,2.0,480.0,4.0,-38.07054,145.42553999999996
ID525566391,2/50 Gibdon St,3,h,1100000.0,17/06/2017,2.0,2.0,1212.0,9.0,-37.82982,145.01038
ID455867276,61 Mooltan St,3,h,1257000.0,13/08/2016,2.0,1.0,337.0,89.0,-37.7813,144.9371
ID182276444,35 Frater St,3,h,1770000.0,27/06/2016,1.0,1.0,698.0,7.0,-37.7902,145.061
ID384174279,44 Garton St,4,t,2455000.0,26/08/2017,3.0,2.0,123.0,9.0,-37.83349000000001,144.9484
ID820599433,1/10 Wilton Gr,3,t,1350000.0,3/09/2016,2.0,2.0,1170.0,89.0,-37.8831,144.9801
ID834726235,14 Sackville St,3,h,785000.0,10/12/2016,1.0,0.0,592.0,69.0,-37.7477,145.0481
ID851155887,6 Waller Ct,3,h,786000.0,26/07/2016,2.0,1.0,576.0,79.0,-37.7816,144.9217
ID700823082,2/13 Alexander St,1,u,366000.0,16/07/2016,1.0,1.0,0.0,49.0,-37.796,144.9911
ID824502012,194 Miller St,4,h,950000.0,27/11/2016,2.0,1.0,243.0,14.0,-37.7506,144.9847
ID544263872,1/22 Nonna St,3,h,875000.0,8/07/2017,2.0,2.0,295.0,13.0,-37.90088,145.11692
ID753280585,32 Agg St,2,h,1130000.0,23/09/2017,1.0,2.0,343.0,39.0,-37.84332,144.87718
ID234502887,10A Coniston Av,3,t,780000.0,29/07/2017,2.0,1.0,195.0,14.0,-37.7325,144.88272
ID597518207,27 Wellington St,3,h,915000.0,22/07/2017,1.0,2.0,447.0,109.0,-37.792,144.86856
ID630218477,49 Leopold St,4,h,2600000.0,18/03/2017,2.0,2.0,141.0,139.0,-37.8366,144.9827
ID825923726,243 Graham St,2,h,1101000.0,10/12/2016,1.0,0.0,152.0,109.0,-37.8393,144.9386
ID502667318,1/91 Truganini Rd,2,u,620000.0,3/06/2017,1.0,2.0,158.0,49.0,-37.89267,145.05473999999995
ID737235741,103/115 Tennyson St,2,u,685000.0,7/05/2016,1.0,1.0,0.0,54.0,-37.8818,144.9918
ID319570754,605/4 Bik La,2,u,720000.0,10/12/2016,2.0,1.0,4296.0,8.0,-37.7846,144.9785
ID749236426,105 Ivanhoe Pde,4,h,1758000.0,25/02/2017,2.0,2.0,650.0,39.0,-37.7607,145.0456
ID857049581,17 Kooyong Rd,4,h,2000000.0,28/05/2016,3.0,4.0,544.0,21.0,-37.8611,145.0195
ID995682354,11 Inglisby Rd,4,h,2320000.0,1/07/2017,2.0,5.0,728.0,3.0,-37.81402,145.10336
ID136813712,28 Kestrel Rd,4,h,875000.0,8/07/2017,2.0,2.0,613.0,15.0,-37.62648,145.07141000000001
ID265342829,33 Moonstone Cct,4,h,537000.0,26/08/2017,2.0,2.0,447.0,23.0,-37.75405,144.82013999999995
ID829007962,6 Chester St,3,h,1360000.0,4/06/2016,2.0,1.0,704.0,79.0,-37.852,145.0942
ID430734728,7 Colclough Ct,5,h,880000.0,30/07/2016,3.0,2.0,387.0,59.0,-37.7225,144.9055
ID501052596,4 Lord St,3,h,585000.0,6/08/2016,1.0,1.0,605.0,59.0,-37.6985,144.9615
ID550257944,2 Bazentin St,3,h,570000.0,1/07/2017,1.0,0.0,423.0,99.0,-37.77917,144.82223
ID338759646,8 Hill St,3,h,2500000.0,17/06/2017,2.0,2.0,440.0,69.0,-37.833,145.01322
ID282782133,16 Scott St,2,h,1630000.0,23/09/2017,1.0,0.0,284.0,99.0,-37.812020000000004,145.04217
ID233435213,2/7 Fawkner St,2,u,380000.0,18/03/2017,1.0,1.0,622.0,49.0,-37.7557,144.8966
ID599174306,4/79 Mitford St,3,t,920000.0,27/11/2016,2.0,2.0,758.0,9.0,-37.8768,144.9845
ID645889239,43 Waltham St,3,h,1500000.0,3/09/2017,1.0,2.0,241.0,129.0,-37.78365,144.93015
ID641909570,7 Turnbull St,4,h,1825000.0,6/05/2017,1.0,2.0,306.0,7.0,-37.7888,144.9929
ID129800178,9 Ayr St,4,h,670000.0,16/04/2016,2.0,2.0,578.0,39.0,-37.7064,145.0321
ID773774291,1/7 Dalston Rd,3,u,1203500.0,27/05/2017,2.0,2.0,311.0,19.0,-37.89829,145.08141
ID254925252,1/1 Cherryhinton St,2,u,790000.0,4/03/2017,1.0,1.0,195.0,54.0,-37.826,145.129
ID490533555,7 Cathies La,5,h,1180000.0,23/09/2017,2.0,4.0,738.0,39.0,-37.863279999999996,145.21477
ID951616729,2/195 Clarke St,2,u,692000.0,25/02/2017,1.0,1.0,0.0,7.0,-37.7765,144.9984
ID753696666,117 Charles St,3,h,1255000.0,28/05/2016,1.0,1.0,231.0,109.0,-37.8467,144.9894
ID964898437,38 Tribe St,3,h,2633000.0,4/03/2017,1.0,0.0,276.0,119.0,-37.838,144.9489
ID382289013,17 Blackwood Ct,4,h,750000.0,22/07/2017,2.0,2.0,447.0,28.0,-37.756370000000004,144.77983
ID767415318,57 Brandon St,2,h,1699000.0,3/09/2016,1.0,2.0,653.0,84.0,-37.8573,145.077
ID833698694,408/1 Brunswick Rd,1,u,390500.0,22/07/2017,1.0,1.0,0.0,8.0,-37.77883,144.9776
ID862215640,7 Durkin St,3,h,945000.0,28/05/2016,2.0,1.0,487.0,2.0,-37.8438,144.8806
ID269582531,1/39 New St,2,t,650000.0,6/08/2016,2.0,1.0,151.0,8.0,-37.8289,144.8671
ID950927736,66 Dunstan Pde,4,h,1915000.0,4/03/2017,3.0,1.0,323.0,84.0,-37.8371,144.921
ID226866344,31 Development Bvd,4,h,722500.0,24/06/2017,2.0,2.0,643.0,18.0,-37.65959,145.08302
ID141672362,108 Oak Av,3,t,840000.0,3/09/2017,2.0,2.0,163.0,7.0,-37.97459,145.06937
ID501952032,232 Main St,3,h,580000.0,8/07/2017,1.0,2.0,538.0,44.0,-37.67751,144.98663
ID785759493,14 Indra Rd,3,h,1264000.0,24/06/2017,1.0,2.0,579.0,59.0,-37.83831,145.13985
ID733995840,8 Banool Ct,4,h,932000.0,1/07/2017,2.0,2.0,880.0,49.0,-37.79587,145.2683
ID306704856,87 Chancellor Dr,4,h,1171000.0,3/06/2017,2.0,3.0,800.0,51.0,-37.92024,145.18049
ID345016096,17 Quarry Cct,4,h,1020000.0,24/06/2017,2.0,2.0,441.0,17.0,-37.73572,144.97256000000004
ID695224021,12/66 Riddell Pde,2,u,626000.0,17/09/2016,1.0,1.0,1764.0,89.0,-37.8889,145.0043
ID845622536,10 Gilbank St,3,h,921500.0,22/05/2016,2.0,1.0,527.0,69.0,-37.7238,144.9964
ID949846022,7 Benson St,3,h,1676000.0,3/06/2017,1.0,1.0,294.0,9.0,-37.8239,145.0022
ID901575891,3/201 Rosanna Rd,3,u,600000.0,14/05/2016,2.0,2.0,169.0,9.0,-37.7415,145.0726
ID830656196,7 Hunter St,2,h,1326000.0,22/08/2016,1.0,0.0,254.0,119.0,-37.8674,145.0355
ID777520356,17 Drummond St,3,h,1246000.0,12/08/2017,1.0,2.0,702.0,54.0,-37.83504,145.15941
ID400100682,47 Suffolk Rd,3,h,2200000.0,10/09/2016,2.0,4.0,816.0,69.0,-37.8304,145.0934
ID258975205,2/161 Ogilvie St,3,h,801500.0,18/03/2017,1.0,1.0,175.0,3.0,-37.7393,144.894
ID674910200,167 Clarke St,5,h,4300000.0,24/09/2016,4.0,3.0,569.0,109.0,-37.7763,144.9964
ID932860259,5 Rubens Ct,4,h,1035000.0,27/05/2017,2.0,2.0,702.0,7.0,-37.91075,145.18758
ID184208556,168 Scotchmer St,3,h,1581000.0,28/05/2016,1.0,0.0,193.0,109.0,-37.7836,144.985
ID416975207,695 Heatherton Rd,3,h,1250500.0,9/09/2017,1.0,2.0,1226.0,69.0,-37.95988,145.13279
ID317837638,7/297 Dandenong Rd,2,u,480000.0,18/03/2017,1.0,2.0,0.0,49.0,-37.8592,145.0054
ID758626480,2 Wallingford Pl,3,h,755000.0,15/07/2017,2.0,2.0,551.0,16.0,-37.94266,145.24662
ID494915011,4/14 Brickwood St,2,u,858000.0,18/03/2017,1.0,1.0,107.0,69.0,-37.8958,144.9982
ID286849333,61 Henry St,4,h,1550000.0,23/09/2017,2.0,1.0,344.0,119.0,-37.77171,144.99565
ID736669772,1A Shelford Gr,4,h,952000.0,9/09/2017,2.0,3.0,681.0,49.0,-37.98145,145.12833999999995
ID956926462,3 Doull Ct,3,t,650000.0,3/09/2017,2.0,1.0,145.0,4.0,-37.932109999999994,145.18955
ID921811252,15 Virginia St,3,h,1850000.0,8/07/2017,1.0,1.0,717.0,59.0,-37.87754,145.12076000000005
ID708300624,2/23 Foam St,2,u,582500.0,8/10/2016,1.0,1.0,0.0,49.0,-37.885,144.991
ID807470628,7 Northbrook Av,4,h,860000.0,26/08/2017,2.0,3.0,633.0,9.0,-37.856120000000004,145.03273000000004
ID755166152,77 Nicholson St,2,h,1250000.0,27/05/2017,1.0,2.0,368.0,99.0,-37.91304,145.0373
ID343297262,89 Ballarat St,2,h,950000.0,3/06/2017,1.0,0.0,150.0,119.0,-37.819559999999996,144.89054
ID473770790,30 Bourchier St,3,h,670000.0,10/12/2016,1.0,4.0,734.0,59.0,-37.7007,144.9378
ID171644587,30 Mirams St,4,h,1300000.0,27/11/2016,1.0,4.0,664.0,99.0,-37.7765,144.9132
ID550209896,23 Castlemaine St,3,h,1380000.0,27/11/2016,2.0,2.0,235.0,109.0,-37.815,144.8928
ID794290889,25 Caldwell Rd,3,h,865000.0,12/08/2017,1.0,2.0,603.0,79.0,-37.835,145.21086
ID715596015,39 Warleigh Gr,2,h,1350000.0,13/05/2017,1.0,1.0,873.0,20.0,-37.9043,145.0048
ID885850695,8/54 Kneen St,1,u,330000.0,19/11/2016,1.0,1.0,0.0,49.0,-37.782,144.9896
ID837163603,47 Brougham St,3,h,1668000.0,11/02/2017,2.0,2.0,289.0,49.0,-37.8048,145.0303
ID793150869,49 Tennyson St,3,h,1800000.0,19/08/2017,2.0,1.0,460.0,109.0,-37.872409999999995,145.05103
ID492689897,15 Yeovil Rd,4,h,2950000.0,27/11/2016,2.0,2.0,1485.0,53.0,-37.8509,145.0856
ID180841747,60 Carrington Cr,3,h,578000.0,16/09/2017,2.0,2.0,673.0,14.0,-38.1046,145.19339
ID425324720,57 Wales St,3,h,925000.0,24/09/2016,1.0,1.0,275.0,99.0,-37.8085,144.8802
ID487715826,9/129 The Parade,3,u,487500.0,27/06/2016,1.0,3.0,0.0,47.0,-37.7723,144.9094
ID347335622,84 Dalny Rd,3,t,1100000.0,4/06/2016,2.0,2.0,242.0,14.0,-37.9017,145.0739
ID475782748,378 Manningham Rd,4,h,1401000.0,25/02/2017,3.0,2.0,650.0,49.0,-37.7785,145.1212
ID383931402,68 Thompson St,3,h,680000.0,6/08/2016,1.0,2.0,570.0,49.0,-37.7591,144.8542
ID223942662,16/109 Hotham St,2,u,600000.0,3/09/2017,1.0,1.0,2283.0,39.0,-37.870779999999996,144.99898000000005
ID196508938,148 Donald St,3,h,1120000.0,22/07/2017,1.0,1.0,322.0,99.0,-37.75887,144.97326
ID196567912,8 Gilbert St,3,h,1260000.0,19/11/2016,2.0,0.0,407.0,89.0,-37.7471,144.9579
ID956534330,116 Essex St,3,h,820000.0,28/08/2016,2.0,2.0,335.0,6.0,-37.7937,144.8782
ID436601828,219 Waiora Rd,3,h,915000.0,23/09/2017,2.0,2.0,604.0,64.0,-37.730979999999995,145.06043
ID743716879,23A The Boulevard,5,h,1920000.0,27/11/2016,3.0,2.0,900.0,64.0,-37.7868,145.0677
ID925025193,7 Robyn Ct,4,h,801347.0,16/07/2016,2.0,1.0,567.0,49.0,-37.9361,145.0816
ID794958140,89 Henty St,2,h,790000.0,25/02/2017,1.0,1.0,585.0,69.0,-37.719,144.9972
ID594343249,23 Goodenia Cl,3,h,440000.0,8/07/2017,1.0,2.0,570.0,27.0,-37.647690000000004,144.91359
ID235609162,11 Hosking St,3,h,1367000.0,27/05/2017,1.0,2.0,410.0,7.0,-37.85569,144.89373999999995
ID372726269,84 Loch Rd,3,h,618500.0,15/07/2017,1.0,2.0,540.0,49.0,-37.95661,145.2191
ID495951736,1/31 Mercer Rd,3,u,869000.0,28/05/2016,1.0,1.0,0.0,79.0,-37.853,145.0264
ID872410827,146 East St,4,h,741000.0,22/07/2017,1.0,2.0,652.0,59.0,-37.705420000000004,144.95127
ID820929558,10/117 Albert St,2,u,355000.0,24/09/2016,1.0,1.0,0.0,44.0,-37.8066,144.8971
ID596317590,9 Goodman St,2,h,955000.0,29/04/2017,1.0,0.0,1328.0,139.0,-37.7731,144.9568
ID837080541,4 Kallara Gr,5,h,930000.0,10/09/2016,2.0,2.0,330.0,19.0,-37.7859,144.8898
ID823648948,360 Howe Pde,3,h,1230000.0,19/08/2017,1.0,0.0,340.0,7.0,-37.83674,144.9242
ID254822826,4/1 Princess St,3,h,1100000.0,22/08/2016,2.0,1.0,126.0,8.0,-37.8208,145.0013
ID681893403,68 Nyah St,3,h,1001000.0,17/06/2017,1.0,2.0,605.0,41.0,-37.73137,144.86882
ID756319658,31a Winter St,3,h,2300000.0,30/07/2016,2.0,2.0,313.0,99.0,-37.8603,145.0322
ID386191623,75 Woods St,4,h,1620000.0,14/05/2016,3.0,1.0,425.0,4.0,-37.8456,144.8741
ID116568059,1/44 Ascot Vale Rd,2,u,390000.0,22/04/2017,1.0,1.0,472.0,59.0,-37.7851,144.922
ID484918869,8/201 Abbotsford St,2,t,1300000.0,18/06/2016,2.0,1.0,0.0,89.0,-37.8029,144.9452
ID964489067,18 Rose St,2,h,1705000.0,20/05/2017,2.0,0.0,195.0,8.0,-37.851,145.0156
ID174316834,1 Crawford Rd,3,h,900000.0,28/08/2016,3.0,2.0,385.0,49.0,-37.7774,145.1205
ID608226344,4/85 St David St,2,u,486000.0,24/09/2016,1.0,1.0,0.0,59.0,-37.760999999999996,145.0055
ID132268947,84 Raleigh St,2,h,760000.0,16/04/2016,1.0,0.0,0.0,119.0,-37.7595,145.0061
ID932488488,327 Gillies St,3,h,1210000.0,12/06/2016,2.0,2.0,398.0,44.0,-37.76300000000001,145.0198
ID443636559,140 Swanston St,4,h,1375000.0,27/05/2017,2.0,1.0,662.0,69.0,-37.75763,145.09974
