ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closestsecondary,secondary_school_ranking
ID566751878,2/25 Fernhill St,GLEN WAVERLEY,960000.0,u,15/07/2017,2,1.0,1.0,229.0,29.0,-37.87606,145.15951,19873.0,443.9,42.11,False,56.333,98.333,19.0,Glen Waverley Primary School,725.5,46,Glen Waverley Secondary College,321.7,not ranked
ID180713639,32/2 Exhibition St,MELBOURNE,700000.0,u,19/11/2016,1,1.0,1.0,0.0,99.0,-37.8157,144.9727,19843.0,517.5,5.97,True,278.0,489.0,65.0,Carlton Gardens Primary School,1545.5,199,Stott's Colleges,500.4,not ranked
ID547397396,2 Ajax Cl,KEILOR DOWNS,720000.0,h,9/09/2017,4,2.0,2.0,660.0,34.0,-37.72086,144.79399999999995,20001.0,937.5,30.48,True,2837.0,9343.667,1212.667,Monmia Primary School,435.09999999999997,not ranked,Taylors Lakes Secondary College,1497.6000000000001,not ranked
ID223199335,43 Kerferd St,MALVERN EAST,2305000.0,h,13/08/2016,3,2.0,2.0,543.0,94.0,-37.8691,145.0435,22248.0,934.5,20.43,False,610.0,1743.667,228.0,Malvern Primary School,522.7,122,Oakwood School,983.3,565
ID954693873,49 Derby St,MOONEE PONDS,855000.0,h,16/07/2016,3,1.0,1.0,274.0,129.0,-37.7641,144.9112,20038.0,723.0,15.27,False,278.0,489.0,65.0,Moonee Ponds West Primary School,564.0,not ranked,Lowther Hall Anglican Grammar School,572.8,not ranked
ID208824215,45 Bordeaux St,DONCASTER,1545000.0,h,29/04/2017,4,3.0,2.0,647.0,54.0,-37.7819,145.1184,20042.0,4163.1,26.6,True,1666.0,9333.667,523.0,St Gregory the Great School,371.0,174,Templestowe College,1647.2,307
ID157059299,27 Champa Rd,SUNSHINE WEST,580000.0,h,15/07/2017,4,2.0,4.0,270.0,34.0,-37.7944,144.79413,20020.0,1447.2,19.56,False,2532.333,5455.0,713.0,Ardeer South Primary School,793.6999999999999,not ranked,Marian College,1290.5,not ranked
ID837778434,68 Vincent St,OAK PARK,855333.0,h,28/08/2016,4,1.0,2.0,694.0,45.0,-37.718,144.9138,20033.0,679.7,26.76,False,136.333,302.667,42.0,Oak Park Primary School,296.09999999999997,not ranked,Glenroy Secondary College,1778.5,511
ID900221515,61 Roseberry St,HAWTHORN EAST,1625000.0,h,28/05/2016,3,2.0,1.0,255.0,129.0,-37.8266,145.0493,19903.0,557.8,18.27,False,1144.333,6845.667,375.667,Auburn Primary School,711.4,344,SEDA College (Victoria),617.1999999999999,not ranked
ID563659141,30 Flett St,PRESTON,635000.0,t,14/05/2016,2,1.0,1.0,79.0,69.0,-37.7484,145.0048,20013.0,516.7,27.73,False,659.0,5219.333,338.333,Preston South Primary School,240.4,not ranked,St John's College Preston,548.4,not ranked
ID763976013,124 Cole St,BRIGHTON,1761000.0,h,6/08/2016,4,2.0,3.0,615.0,99.0,-37.8956,145.0026,19953.0,184.0,25.33,False,2744.333,10289.667,780.0,Leibler Yavneh College,466.2,not ranked,Leibler Yavneh College,466.2,28
ID852665066,26 Irvine St,DEER PARK,535000.0,h,15/07/2017,3,1.0,0.0,675.0,49.0,-37.76496,144.77289,19982.0,1426.2,20.59,False,326.667,1234.667,99.0,St Peter Chanel School,509.2,not ranked,Victoria University Secondary College,2985.5,not ranked
ID696174163,612 Riversdale Rd,CAMBERWELL,2750000.0,h,28/05/2016,4,3.0,1.0,0.0,107.0,-37.8325,145.0649,19852.0,431.7,23.33,False,3703.667,18944.0,2039.333,Camberwell Primary School,602.8,35,Camberwell High School,743.9,112
ID176766975,12/412 High St,NORTHCOTE,680000.0,u,6/05/2017,2,2.0,1.0,1106.0,10.0,-37.7679,144.9994,20016.0,423.6,22.22,False,142.0,344.667,39.333,Northcote Primary School,483.3,285,Santa Maria College,385.0,137
ID383748106,18 Melrose St,NORTH MELBOURNE,1010000.0,h,19/11/2016,2,2.0,0.0,109.0,119.0,-37.795,144.942,19972.0,519.6,8.2,False,71.0,261.0,20.0,St Michael's School,418.5,155,St Aloysius College,247.0,170
ID627646901,83 Truganini Rd,CARNEGIE,1910000.0,h,25/02/2017,3,1.0,1.0,720.0,104.0,-37.8922,145.0544,19920.0,757.9,23.04,False,3767.667,18925.0,2042.333,Carnegie Primary School,162.89999999999998,77,Kilvington Grammar School,1416.0,37
ID157671832,10/30 Pickett St,FOOTSCRAY,170000.0,u,1/07/2017,1,1.0,0.0,30.0,6.0,-37.80141,144.89587,20024.0,405.6,11.95,False,2047.667,9171.0,742.333,Footscray Primary School,439.09999999999997,not ranked,Gilmore College For Girls,271.5,387
ID221121858,3/30 Heller St,BRUNSWICK,801000.0,t,25/02/2017,2,2.0,1.0,156.0,12.0,-37.7744,144.9498,19969.0,787.3,15.08,False,941.333,5813.0,575.667,Brunswick South West Primary School,697.5,316,Brunswick Secondary College,601.7,211
ID159218504,3/40 Rowland St,KEW,891000.0,u,28/05/2016,2,1.0,1.0,121.0,10.0,-37.8126,145.0534,19903.0,1277.2,18.27,False,271.667,771.667,74.0,"Preshil, The Margaret Lyttle Memorial School",385.6,not ranked,"Preshil, The Margaret Lyttle Memorial School",385.6,not ranked
ID685523700,176 Buckingham St,RICHMOND,1645000.0,h,22/08/2016,4,2.0,1.0,249.0,49.0,-37.8147,145.0084,19906.0,1433.5,12.51,False,824.667,1890.333,159.333,Yarra Primary School,81.0,not ranked,Lynall Hall Community School,575.3000000000001,559
ID132938829,5 Sycamore St,CAULFIELD SOUTH,1570000.0,h,25/02/2017,3,1.0,2.0,520.0,99.0,-37.8889,145.0151,19953.0,1294.3,25.33,False,1593.333,6648.333,530.0,Caulfield Primary School,443.3,99,Japanese School of Melbourne,546.4,not ranked
ID466160919,48a Celia St,BENTLEIGH EAST,1250000.0,t,17/09/2016,4,2.0,2.0,314.0,9.0,-37.9299,145.0598,19937.0,2084.6,37.5,True,925.667,4701.333,308.667,East Bentleigh Primary School,988.4,not ranked,Bentleigh Secondary College,283.1,230
ID905179189,23 Compton Pde,SUNSHINE NORTH,716000.0,h,3/09/2016,4,1.0,1.0,683.0,79.0,-37.7694,144.8321,20004.0,1125.8,22.48,False,1363.667,6287.667,564.333,St Bernadette's School,341.1,230,Braybrook College,1678.3999999999999,139
ID682647014,77 Melbourne Rd,WILLIAMSTOWN,1210000.0,h,25/02/2017,3,1.0,0.0,249.0,109.0,-37.86,144.895,19992.0,445.6,21.53,False,1064.667,4200.667,432.667,Williamstown North Primary School,537.9000000000001,185,Williamstown High School,317.8,104
ID493625325,4/6 Crown Av,MORDIALLOC,600000.0,u,29/07/2017,2,1.0,1.0,0.0,52.0,-38.00765,145.0935,19863.0,525.9,50.11,False,1471.0,7759.667,779.667,St Brigid's School,157.20000000000002,not ranked,Mordialloc College,516.4,164
ID267704491,9 Coltain St,VERMONT SOUTH,950000.0,h,12/08/2017,4,2.0,2.0,660.0,41.0,-37.84902,145.18276,19899.0,3238.0,32.49,False,281.667,524.333,75.333,Livingstone Primary School,468.3,63,Emmaus College,772.8000000000001,142
ID748745828,10 Grosvenor St,BALACLAVA,1690000.0,h,25/02/2017,3,2.0,2.0,339.0,129.0,-37.872,144.9909,19956.0,361.8,19.33,False,1672.667,10063.667,646.333,St Kilda Primary School,257.79999999999995,169,Yesodei HaTorah College,665.2,38
ID372868414,13/27 Patterson Rd,BENTLEIGH,650000.0,u,10/12/2016,2,1.0,1.0,116.0,59.0,-37.9245,145.0336,19938.0,179.4,35.69,False,925.667,4701.333,308.667,St Paul's School,715.4000000000001,211,Our Lady of the Sacred Heart College,573.3000000000001,not ranked
ID431499871,215 Princes St,PORT MELBOURNE,1350000.0,h,27/11/2016,3,1.0,1.0,114.0,29.0,-37.8371,144.939,22180.0,2396.1,0.0,False,659.0,5219.333,338.333,Port Melbourne Primary School,497.2,325,Albert Park College,1128.6000000000001,131
ID185444650,1 Normanby Ct,HEIDELBERG WEST,810000.0,h,22/04/2017,3,2.0,0.0,747.0,63.0,-37.7348,145.0402,19936.0,2454.2,33.33,False,1173.667,8523.667,974.667,East Preston Islamic College,362.9,not ranked,East Preston Islamic College,362.9,491
ID169822190,3/117 Gordon St,COBURG,687000.0,t,27/11/2016,3,1.0,1.0,116.0,24.0,-37.7454,144.9487,19965.0,1332.5,22.25,False,1071.333,5783.667,419.667,Coburg West Primary School,216.6,233,Antonine College,703.6,482
ID808912939,7 Billson St,BRIGHTON EAST,2140000.0,h,13/05/2017,5,2.0,2.0,780.0,69.0,-37.9173,145.0142,19951.0,1590.4,28.67,False,2897.333,11243.0,942.0,St Finbar's School,308.09999999999997,336,Brighton Secondary College,536.3,213
ID512819475,12/9 Milton St,ASCOT VALE,442000.0,u,18/06/2016,2,1.0,1.0,0.0,44.0,-37.7733,144.9219,20039.0,223.4,13.27,False,2489.667,11817.333,1268.667,Ascot Vale Primary School,388.29999999999995,249,Mount Alexander 7-12 College,1402.1,not ranked
ID357746741,95 Rosanna Rd,HEIDELBERG,1705000.0,h,10/09/2016,3,1.0,2.0,1547.0,49.0,-37.7502,145.0706,19936.0,904.6,33.33,False,1144.333,6845.667,375.667,Heidelberg Primary School,558.8,109,Our Lady of Mercy College,900.4,90
ID885232755,83 Power St,WILLIAMSTOWN,1170000.0,h,26/08/2017,3,2.0,4.0,436.0,22.0,-37.85274,144.88738,19993.0,532.5,20.0,False,1064.667,4200.667,432.667,Williamstown North Primary School,521.4,185,Bayside P-12 College,584.0,243
ID381008763,83 Bastings St,NORTHCOTE,1300000.0,h,17/09/2016,3,1.0,1.0,328.0,99.0,-37.7745,145.0045,19929.0,617.0,20.93,False,136.333,302.667,42.0,Westgarth Primary School,238.4,115,Santa Maria College,494.40000000000003,137
ID320562284,44 Challis St,NEWPORT,800000.0,h,4/03/2017,2,1.0,1.0,244.0,79.0,-37.846,144.8729,19994.0,1009.1,16.41,False,84.333,293.333,23.0,Newport Gardens Primary School,368.3,411,Bayside P-12 College,1693.4,243
ID901894377,14 Morris St,DONCASTER,1955000.0,h,29/04/2017,4,2.0,2.0,1033.0,54.0,-37.7929,145.1184,20042.0,2942.1,26.6,False,1666.0,9333.667,523.0,Birralee Primary School,448.1,71,Koonung Secondary College,1036.8,94
ID719028818,1/100 St Elmo Rd,IVANHOE,450000.0,u,19/11/2016,2,1.0,1.0,0.0,59.0,-37.759,145.047,19934.0,796.2,29.81,False,555.667,1129.0,160.667,Ivanhoe Girls' Grammar School,698.6999999999999,38,Ivanhoe Girls' Grammar School,698.6999999999999,49
ID363856260,2/16 Beaver St,MALVERN EAST,1370000.0,t,22/08/2016,3,2.0,2.0,323.0,49.0,-37.8704,145.0411,22248.0,795.7,20.43,False,610.0,1743.667,228.0,Malvern Primary School,267.40000000000003,122,Oakwood School,727.5,565
ID408347602,17 McCormack Cr,HOPPERS CROSSING,723000.0,h,16/09/2017,4,2.0,2.0,872.0,26.0,-37.87217,144.68746000000004,19922.0,1713.0,31.95,False,512.0,1119.667,175.667,St Peter Apostle School,372.09999999999997,not ranked,Hoppers Crossing Secondary College,702.0,not ranked
ID889366309,46 Dunne St,KINGSBURY,980000.0,h,8/10/2016,3,1.0,1.0,907.0,59.0,-37.7143,145.039,20009.0,2692.5,35.44,False,87.333,252.0,37.0,Kingsbury Primary School,248.79999999999998,not ranked,Reservoir High School,1202.2,346
ID529672456,125 Napier St,SOUTH MELBOURNE,1150000.0,h,22/04/2017,2,1.0,1.0,91.0,49.0,-37.836,144.9638,22238.0,1989.3,6.43,False,1245.0,3886.0,447.667,South Melbourne Park Primary School,514.4,not ranked,MacRobertson Girls High School,708.9,not ranked
ID290569821,98A Hoffmans Rd,ESSENDON,983000.0,h,20/05/2017,3,3.0,2.0,309.0,42.0,-37.7457,144.8912,22253.0,2481.6,18.33,False,330.333,1855.0,82.0,St John Bosco's School,297.09999999999997,not ranked,Rosehill Secondary College,454.90000000000003,239
ID852667884,16 Kirribilli Bvd,TAYLORS HILL,680000.0,h,3/06/2017,3,2.0,2.0,666.0,14.0,-37.71594,144.7415,22244.0,3316.9,30.33,False,502.667,1662.667,118.667,Southern Cross Grammar,276.2,171,Southern Cross Grammar,276.2,157
ID383573194,23 Thurloo St,CHADSTONE,1000000.0,h,6/08/2016,3,1.0,2.0,606.0,13.0,-37.8784,145.0958,19839.0,633.9,31.0,False,1540.667,6062.333,477.667,St Mary Magdalen's School,498.40000000000003,not ranked,Salesian College,621.5,153
ID803150249,1/3 Crescent Rd,CAMBERWELL,667000.0,u,27/06/2016,2,1.0,1.0,83.0,59.0,-37.8355,145.0633,19851.0,615.7,25.0,False,3703.667,18944.0,2039.333,Camberwell Primary School,558.1,35,SEDA College (Victoria),975.5,not ranked
ID741738252,3 Leafield St,WATSONIA,900000.0,h,19/08/2017,4,1.0,1.0,670.0,59.0,-37.71209,145.0757,19984.0,723.8,38.71,False,647.0,2861.333,222.667,Watsonia Primary School,1137.2,not ranked,Loyola College,1064.4,206
ID132045398,3/51 Middleborough Rd,BURWOOD,580000.0,u,6/05/2017,2,1.0,1.0,153.0,49.0,-37.8528,145.1318,19875.0,2521.2,36.11,False,941.333,5813.0,575.667,St Scholastica's School,533.5999999999999,not ranked,Mount Scopus Memorial College,1380.7,10
ID635669186,19 Kent Rd,BOX HILL,928000.0,h,18/06/2016,3,1.0,1.0,307.0,129.0,-37.8247,145.1206,20042.0,614.2,26.6,False,2744.333,10289.667,780.0,Kingswood College,915.6999999999999,53,Kingswood College,915.6999999999999,106
ID990148338,218 Ferrars St,SOUTH MELBOURNE,1002000.0,h,3/12/2016,1,1.0,0.0,84.0,107.0,-37.8332,144.9548,20043.0,1666.9,0.0,False,1100.667,3636.333,457.333,Galilee Regional Catholic Primary School,329.29999999999995,208,Victorian College Of The Arts Secondary School,1036.4,not ranked
ID793544417,36/292 McKimmies Rd,MILL PARK,492000.0,t,16/09/2017,4,1.0,1.0,199.0,39.0,-37.677,145.05658,45795.0,3233.2,49.42,False,1508.333,6073.0,553.667,Mill Park Primary School,861.8,not ranked,Mill Park Secondary College,1551.5,484
ID216547499,2 Addison St,MOONEE PONDS,1370000.0,h,16/04/2016,3,1.0,2.0,427.0,10.0,-37.7702,144.9266,20039.0,707.0,13.27,False,278.0,489.0,65.0,Ascot Vale Primary School,460.8,249,Mount Alexander 7-12 College,1453.1000000000001,not ranked
ID723175386,7 Centurion Ct,EPPING,646000.0,h,23/09/2017,3,2.0,2.0,716.0,40.0,-37.64206,145.03703000000004,20005.0,1300.9,45.21,False,2006.667,7754.333,1051.333,Epping Primary School,1054.8,not ranked,Epping Secondary College,384.2,309
ID736999849,2/234 Domain Rd,SOUTH YARRA,2050000.0,u,18/03/2017,4,2.0,1.0,979.0,79.0,-37.8344,144.9857,19959.0,737.7,13.09,False,1245.0,3886.0,447.667,Melbourne Girls Grammar,311.59999999999997,65,Melbourne Girls Grammar,311.59999999999997,21
ID463694721,22 Strang St,HOPPERS CROSSING,555500.0,h,3/06/2017,3,2.0,1.0,557.0,48.0,-37.87498,144.69617,19922.0,1014.7,31.95,True,512.0,1119.667,175.667,Mossfiel Primary School,233.7,not ranked,Hoppers Crossing Secondary College,424.3,not ranked
ID367478237,2/116 Summerhill Rd,RESERVOIR,540000.0,h,11/02/2017,3,2.0,2.0,215.0,16.0,-37.7257,145.0243,20010.0,1812.3,33.61,False,885.0,1901.0,227.667,Reservoir East Primary School,673.2,not ranked,Reservoir High School,615.5,346
ID114956719,7 Dove Ct,TEMPLESTOWE LOWER,1288000.0,h,26/08/2017,4,2.0,2.0,948.0,56.0,-37.76078,145.10696000000004,19935.0,4093.3,30.94,False,2532.333,5455.0,713.0,Templestowe Valley Primary School,213.79999999999998,313,Templestowe College,1539.9,307
ID907044388,103b Maribyrnong Rd,ASCOT VALE,819000.0,u,24/06/2017,3,2.0,1.0,166.0,29.0,-37.7719,144.91565,20039.0,662.2,13.27,False,2494.667,11307.0,1410.0,St Mary's School,441.59999999999997,159,Lowther Hall Anglican Grammar School,1336.2,not ranked
ID872383430,3 Peacock St,BURWOOD,1468000.0,h,11/02/2017,3,1.0,2.0,706.0,17.0,-37.8509,145.1161,19840.0,2551.7,34.11,False,941.333,5813.0,575.667,Mount Scopus Memorial College,435.7,288,Mount Scopus Memorial College,435.7,10
ID642182375,4 Vine Gr,CARNEGIE,1830000.0,h,10/09/2016,4,2.0,2.0,687.0,36.0,-37.8931,145.0479,19942.0,624.8,27.87,True,3703.667,18944.0,2039.333,Glen Huntly Primary School,164.70000000000002,290,Kilvington Grammar School,924.8,37
ID198830421,14 Scarborough Dr,HEIDELBERG,1362000.0,h,24/09/2016,4,2.0,2.0,635.0,9.0,-37.7446,145.0844,19936.0,1618.7,33.33,False,1144.333,6845.667,375.667,Banyule Primary School,579.4,86,Viewbank College,425.09999999999997,96
ID697423522,2c Hamilton St,ALPHINGTON,865000.0,h,22/05/2016,3,1.0,1.0,180.0,9.0,-37.7802,145.0243,19931.0,644.1,24.93,False,1202.0,5034.333,333.0,St Anthony's School,346.8,not ranked,Alphington Grammar School,1045.0,86
ID416111045,30 Newhaven Rd,BURWOOD EAST,968000.0,h,17/06/2017,3,1.0,1.0,612.0,7.0,-37.85586,145.15827,19874.0,2387.1,39.11,False,684.0,1695.667,161.0,Burwood East Primary School,713.1999999999999,39,Forest Hill College,947.6,409
ID341191565,4/9 Gourlay St,BALACLAVA,502500.0,u,15/10/2016,2,1.0,1.0,0.0,59.0,-37.8725,144.9952,19956.0,366.7,19.33,True,1654.0,9119.667,550.0,St Kilda Primary School,599.4000000000001,169,Beth Rivkah Ladies College,611.1999999999999,36
ID964331394,1/233 Huntingdale Rd,OAKLEIGH,637000.0,u,26/07/2016,3,1.0,2.0,119.0,49.0,-37.9058,145.1043,19916.0,605.2,31.28,False,431.333,971.0,220.667,Amsleigh Park Primary School,726.0,not ranked,Sacred Heart Girls' College,1650.5,93
ID724185382,7/7 Old Plenty Rd,SOUTH MORANG,386000.0,u,1/07/2017,3,1.0,1.0,216.0,10.0,-37.64491,145.09233,52159.0,95.9,51.95,False,101.667,251.333,18.667,Marymede Catholic College,211.5,not ranked,Marymede Catholic College,211.5,231
ID215759868,11 Henry St,FITZROY,677000.0,h,27/11/2016,2,1.0,0.0,67.0,169.0,-37.7969,144.9759,19843.0,1597.4,5.97,False,334.667,1407.667,88.333,Carlton Primary School,500.70000000000005,not ranked,Academy of Mary Immaculate,769.4,144
ID878435712,24/62 Wellington St,ST KILDA,451000.0,u,3/06/2017,1,1.0,1.0,0.0,10.0,-37.85705,144.98699,19957.0,457.1,17.33,False,1412.0,6364.0,699.333,St Michael's Grammar School,487.70000000000005,275,St Michael's Grammar School,487.70000000000005,58
ID515062684,1/23 Bondi Rd,BONBEACH,836000.0,h,3/06/2017,3,2.0,2.0,407.0,49.0,-38.06257,145.1226,19859.0,259.3,59.39,False,5.0,73.0,1.0,Bonbeach Primary School,511.8,368,Patterson River Secondary College,2561.7000000000003,not ranked
ID998781165,5/24 Muir St,HAWTHORN,840000.0,u,29/07/2017,2,1.0,1.0,974.0,59.0,-37.81494,145.01744,19905.0,904.4,14.31,False,1173.667,8523.667,974.667,Hawthorn West Primary School,581.6,125,Melbourne Girls College,885.5,not ranked
ID873248323,254 Rathmines St,FAIRFIELD,2000000.0,h,22/05/2016,4,3.0,2.0,575.0,4.0,-37.7671,145.0176,19930.0,1345.1,22.93,False,334.667,1407.667,88.333,Holy Spirit School,707.3000000000001,not ranked,Virtual School Victoria,908.5999999999999,not ranked
ID233056683,71 Cecil St,KEW,2200000.0,h,7/05/2016,4,1.0,2.0,735.0,34.0,-37.8028,145.0534,19903.0,2280.6,18.27,False,271.667,771.667,74.0,Genazzano FCJ College,718.4000000000001,40,Genazzano FCJ College,718.4000000000001,not ranked
ID655564496,24 Batman St,FITZROY NORTH,1255000.0,h,18/03/2017,2,1.0,0.0,148.0,129.0,-37.7841,144.9793,20019.0,1157.3,19.23,False,2047.667,9171.0,742.333,Fitzroy North Primary School,438.7,103,Fitzroy High School,724.9,248
ID130851390,23 Moore St,FOOTSCRAY,800000.0,h,27/06/2016,2,1.0,2.0,260.0,79.0,-37.7969,144.9042,20025.0,473.9,9.41,False,1923.667,8979.333,620.333,St Monica's School,528.1,358,Gilmore College For Girls,855.0,387
ID329350824,88 Blackshaws Rd,SOUTH KINGSVILLE,845000.0,h,17/09/2016,3,2.0,2.0,738.0,3.0,-37.834,144.8757,19995.0,974.4,14.77,False,888.0,2196.0,181.333,Newport Lakes Primary School,544.6,228,Bayside P-12 College,2767.6,243
ID304025054,33 Rosedale Rd,GLEN IRIS,3085000.0,h,18/03/2017,5,3.0,3.0,778.0,19.0,-37.8582,145.0715,19848.0,961.4,31.0,False,2047.667,9171.0,742.333,Glen Iris Primary School,554.4,120,Korowa Anglican Girls' School,1525.7,13
ID820690081,477 Murray Rd,PRESTON,1060000.0,h,27/05/2017,5,2.0,2.0,559.0,79.0,-37.73645,144.98715,20012.0,1202.9,29.03,False,705.333,5479.667,335.0,St Raphael's School,548.4,349,Coburg High School,1348.9,79
ID778894225,8 Bronte Ct,HAMPTON,1560000.0,h,4/03/2017,3,1.0,3.0,593.0,64.0,-37.9399,145.0204,19937.0,1561.7,37.5,False,1841.667,9184.667,533.333,St Agnes' School,1217.3,not ranked,St Leonard's College,1686.9,43
ID725402879,21 Diamond St,NIDDRIE,840000.0,h,13/08/2016,3,1.0,2.0,603.0,69.0,-37.7484,144.8892,22253.0,2522.7,18.33,False,71.0,261.0,20.0,St John Bosco's School,528.2,not ranked,Rosehill Secondary College,327.40000000000003,239
ID490291504,34 Lind St,STRATHMORE,995000.0,t,18/03/2017,4,3.0,1.0,260.0,69.0,-37.7319,144.9195,20034.0,776.1,23.76,False,1412.0,6364.0,699.333,Strathmore Primary School,458.2,265,Strathmore Secondary College,843.5,133
ID953610010,8/68 Goldsmith St,ELWOOD,630000.0,u,25/02/2017,2,1.0,1.0,0.0,84.0,-37.8817,144.984,19955.0,1179.3,21.33,True,1666.0,9333.667,523.0,St Columba's School,269.1,343,Elwood College,126.2,175
ID655626958,35 Douglas St,ASHWOOD,1365000.0,h,10/09/2016,3,1.0,1.0,792.0,69.0,-37.864,145.0972,19839.0,1292.6,31.0,False,1654.0,9119.667,550.0,Parkhill Primary School,859.0,not ranked,Ashwood High School,541.6999999999999,241
ID646156916,24 Butler St,ESSENDON,1025000.0,h,3/06/2017,3,2.0,2.0,203.0,3.0,-37.75582,144.91061000000005,22253.0,492.2,18.33,False,330.333,1855.0,82.0,Resurrection House,485.4,329,St Columba's College,358.59999999999997,85
ID740030248,2/80 Hawker St,AIRPORT WEST,480000.0,u,29/04/2017,2,1.0,1.0,128.0,10.0,-37.7216,144.8837,20033.0,3354.8,26.76,False,1214.667,5603.667,375.333,St Christopher's School,486.20000000000005,274,Penleigh & Essendon Grammar School,1662.7,not ranked
ID989622511,12 Hardwick St,COBURG,1010000.0,h,4/03/2017,3,2.0,1.0,278.0,14.0,-37.7494,144.9686,19966.0,822.3,20.25,False,1097.667,5916.0,553.333,St Bernard's School,423.3,not ranked,Coburg High School,1036.6,79
ID728938830,67 Morley St,GLENROY,885000.0,h,8/04/2017,3,1.0,2.0,751.0,47.0,-37.6962,144.9376,20031.0,1919.4,30.59,False,1841.667,9184.667,533.333,Glenroy Private,754.9,not ranked,Glenroy Private,754.9,not ranked
ID650119520,166 Cecil St,WILLIAMSTOWN,960000.0,h,27/06/2016,3,2.0,1.0,189.0,42.0,-37.8605,144.8998,19992.0,607.1,21.53,False,1002.667,4068.0,328.333,St Mary's School,347.3,159,Williamstown High School,494.90000000000003,104
ID134616156,18 Benjamin St,SUNSHINE,860000.0,h,15/07/2017,3,1.0,3.0,446.0,109.0,-37.79354,144.8328,22241.0,557.0,14.52,False,1412.0,6364.0,699.333,Sunshine Primary School,331.6,not ranked,Sunshine College,477.1,233
ID888793555,1 Sneddon Ct,MULGRAVE,1100000.0,h,16/09/2017,4,2.0,2.0,748.0,23.0,-37.9265,145.19758000000004,19891.0,4523.8,41.52,False,394.333,1153.667,165.333,Mulgrave Primary School,717.8,301,Nazareth College,1539.1999999999998,232
ID158675301,9 Powlett St,MERNDA,596000.0,h,17/06/2017,4,2.0,2.0,512.0,49.0,-37.61133,145.0945,52161.0,1128.2,58.16,False,1508.333,6073.0,553.667,Mernda Park Primary School,369.0,not ranked,Mernda Central P-12 College,903.3,not ranked
ID939921571,85 Begonia Av,BAYSWATER,755000.0,h,23/09/2017,3,2.0,4.0,782.0,10.0,-37.85002,145.25964,19870.0,1187.2,46.75,False,97.667,233.333,26.333,Our Lady of Lourdes School,550.6,67,Bayswater Secondary College,1240.8,526
ID242263335,28 Cambridge St,ARMADALE,1870000.0,h,4/03/2017,3,1.0,1.0,217.0,131.0,-37.8592,145.0182,19945.0,321.5,19.52,False,2494.667,11307.0,1410.0,The King David School,685.8,140,The King David School,685.8,27
ID367265076,329 Gordon St,MARIBYRNONG,770000.0,h,26/07/2016,4,2.0,2.0,215.0,19.0,-37.7817,144.8916,20023.0,2305.5,13.21,False,610.0,1743.667,228.0,Footscray North Primary School,988.4,235,Maribyrnong Secondary College,382.5,not ranked
ID550209896,23 Castlemaine St,YARRAVILLE,1380000.0,h,27/11/2016,3,2.0,2.0,235.0,109.0,-37.815,144.8928,19996.0,269.3,12.33,False,703.667,1502.0,135.667,St Augustine's School,293.2,not ranked,Gilmore College For Girls,1779.6000000000001,387
ID226976185,15 Rodman St,RESERVOIR,810000.0,h,4/03/2017,2,1.0,2.0,950.0,89.0,-37.702,145.0071,20009.0,690.1,35.44,False,885.0,1901.0,227.667,William Ruthven Primary School,704.9,not ranked,William Ruthven Secondary College,705.5,not ranked
ID883247692,8 Madigan Ct,HEATHMONT,670000.0,t,17/06/2017,3,2.0,1.0,194.0,35.0,-37.82365,145.24001,19871.0,655.9,43.0,False,512.0,1119.667,175.667,Great Ryrie Primary School,210.29999999999998,not ranked,Aquinas College,451.1,151
ID526362860,3 Carthew Gr,PRESTON,1075000.0,h,13/05/2017,4,1.0,2.0,521.0,84.0,-37.7506,144.99,20014.0,902.6,26.12,False,705.333,5479.667,335.0,Bell Primary School,327.5,not ranked,St John's College Preston,855.3,not ranked
ID573327132,24 Brennan St,MELTON SOUTH,419000.0,h,17/06/2017,3,1.0,3.0,603.0,15.0,-37.70478,144.57211,19980.0,169.5,37.38,False,50.333,68.0,12.0,Melton South Primary School,477.9,not ranked,Staughton College,500.0,441
ID982495746,3/38 Barton St,RESERVOIR,405000.0,u,7/05/2016,2,1.0,1.0,171.0,10.0,-37.711,145.0027,20009.0,692.6,35.44,False,824.667,1890.333,159.333,Reservoir Primary School,361.5,not ranked,William Ruthven Secondary College,1595.6,not ranked
ID744187209,6/9 St James St,MOONEE PONDS,410000.0,u,17/09/2016,2,1.0,1.0,0.0,49.0,-37.7597,144.9188,22253.0,470.1,18.33,False,278.0,489.0,65.0,Lowther Hall Anglican Grammar School,337.5,207,Lowther Hall Anglican Grammar School,337.5,not ranked
ID553510120,443 Abbotsford St,NORTH MELBOURNE,1200000.0,h,24/09/2016,2,2.0,1.0,146.0,49.0,-37.7959,144.9464,19972.0,918.4,8.2,False,71.0,261.0,20.0,St Michael's School,289.2,155,St Aloysius College,456.4,170
ID150555290,20 Botanic Dr,CLAYTON SOUTH,745000.0,h,17/06/2017,3,2.0,2.0,180.0,54.0,-37.93898,145.13648,19914.0,213.6,37.06,False,84.667,371.667,13.0,Westall Primary School,362.9,not ranked,Westall Secondary College,148.5,354
